name,Product,product_uom,product_qty,yield,Don't Import,BoM Lines / Product Unit of Measure,BoM Lines / Product Quantity,bom_lines/component_type,type,BoM Lines / Product
,,,,, LBK0180100 ,Pcs,910,kemas_sekunder,,LBK0180100
,,,,, CSH0090100 ,Pcs,19,kemas_sekunder,,CSH0090100
,,,,, LBK0100100 ,Pcs,39,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Diphenhydramine 10 mg/ml 1 ml,Diphenhydramine 10 mg/ml 1 ml,Ampul,45454,, ADH0020101 ,kg,0.5, raw_material ,Normal,ADH0020101
,,,,, BBA0010101 ,Liter(s),0.125, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.125, raw_material ,,BBA0010201
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0040100 ,Pcs,"45,500",kemas_primer,,CAM0040100
,,,,, CAM0040200 ,Pcs,"45,500",kemas_primer,,CAM0040200
,,,,, CIN0620100 ,Pcs,"1,516",kemas_sekunder,,CIN0620100
,,,,, CIN0620200 ,Pcs,"1,516",kemas_sekunder,,CIN0620200
,,,,, CIN0620300 ,Pcs,"1,516",kemas_sekunder,,CIN0620300
,,,,, CRA0020100 ,Set,"1,515",kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,"1,515",kemas_sekunder,,CRA0020200
,,,,, CBR0600100 , lbr ,"1,516",kemas_sekunder,,CBR0600100
,,,,, CBR0600200 , lbr ,"1,516",kemas_sekunder,,CBR0600200
,,,,, CBR0600300 , lbr ,"1,516",kemas_sekunder,,CBR0600300
,,,,, CSH0190100 ,Pcs,13,kemas_sekunder,,CSH0190100
,,,,, LBK0100100 ,Pcs,39,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Dobutamine 25 mg/ml 10 ml,Dobutamine 25 mg/ml 10 ml,Vial,9523,, ADH0030101 ,kg,2.83, raw_material ,Normal,ADH0030101
,,,,, ADH0030201 ,kg,2.83, raw_material ,,ADH0030201
,,,,, ADH0030301 ,kg,2.83, raw_material ,,ADH0030301
,,,,, ADH0030401 ,kg,2.83, raw_material ,,ADH0030401
,,,,, BSD0030101 ,kg,0.1, raw_material ,,BSD0030101
,,,,, BDE0010101 ,g,10, raw_material ,,BDE0010101
,,,,, BHA0010101 , ml ,20, raw_material ,,BHA0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"10,000",kemas_primer,,CVI0020100
,,,,, CRS0020100 ,Pcs,"10,000",kemas_primer,,CRS0020100
,,,,, CDO0010100 ,Pcs,"10,000",kemas_primer,,CDO0010100
,,,,, CET0620100 ,Pcs,"9,523",kemas_sekunder,,CET0620100
,,,,, CET0620200 ,Pcs,"9,523",kemas_sekunder,,CET0620200
,,,,, CET0620300 ,Pcs,"9,523",kemas_sekunder,,CET0620300
,,,,, CIN0630100 ,Pcs,"9,523",kemas_sekunder,,CIN0630100
,,,,, CIN0630200 ,Pcs,"9,523",kemas_sekunder,,CIN0630200
,,,,, CIN0630300 ,Pcs,"9,523",kemas_sekunder,,CIN0630300
,,,,, CBR0610100 ,Pcs,"9,523",kemas_sekunder,,CBR0610100
,,,,, CBR0610200 ,Pcs,"9,523",kemas_sekunder,,CBR0610200
,,,,, CBR0610300 ,Pcs,"9,523",kemas_sekunder,,CBR0610300
,,,,, CSH0070100 ,Pcs,132,kemas_sekunder,,CSH0070100
,,,,, LBK0100100 ,Pcs,397,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,2,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,2,kemas_sekunder,,CPB0010200
"Glomethyl 0,2 mg/ml 1 ml","Glomethyl 0,2 mg/ml 1 ml",Ampul,45450,, AMM0010101 ,g,11, raw_material ,Normal,AMM0010101
,,,,, BTA0020101 ,g,12.5, raw_material ,,BTA0020101
,,,,, BSC0010101 ,kg,0.15, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.15, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.15, raw_material ,,BSC0010301
,,,,, BDE0010101 ,g,5, raw_material ,,BDE0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0020100 ,Pcs,"45,450",kemas_primer,,CAM0020100
,,,,, CRO0010100 ,Set,"9,090",kemas_primer,,CRO0010100
,,,,, CIN0720100 ,Pcs,"4,545",kemas_sekunder,,CIN0720100
,,,,, CIN0720200 ,Pcs,"4,545",kemas_sekunder,,CIN0720200
,,,,, CBR0670100 ,Pcs,"4,545",kemas_sekunder,,CBR0670100
,,,,, CBR0670200 ,Pcs,"4,545",kemas_sekunder,,CBR0670200
,,,,, CBR0670300 ,Pcs,"4,545",kemas_sekunder,,CBR0670300
,,,,, CSH0090100 ,Pcs,46,kemas_sekunder,,CSH0090100
,,,,, LBK0100100 ,Pcs,91,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Glomin 40 mg/ml 5 ml,Glomin 40 mg/ml 5 ml,Ampul,9433,, ADH0040101 ,kg,2, raw_material ,Normal,ADH0040101
,,,,, BSD0030101 ,kg,0.456, raw_material ,,BSD0030101
,,,,, BCA0010101 ,kg,0.5, raw_material ,,BCA0010101
,,,,, BCA0010201 ,kg,0.5, raw_material ,,BCA0010201
,,,,, BSC0040101 ,g,0.25, raw_material ,,BSC0040101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0090100 ,,"9,500",kemas_primer,,CAM0090100
,,,,, CET0680100 ,Pcs,"9,433",kemas_sekunder,,CET0680100
,,,,, CET0680200 ,Pcs,"9,433",kemas_sekunder,,CET0680200
,,,,, CRO0050100 ,Set,"1,887",kemas_sekunder,,CRO0050100
,,,,, CIN0730100 ,Pcs,"1,887",kemas_sekunder,,CIN0730100
,,,,, CIN0730200 ,Pcs,"1,887",kemas_sekunder,,CIN0730200
,,,,, CBR0680100 ,Pcs,"1,887",kemas_sekunder,,CBR0680100
,,,,, CBR0680200 ,Pcs,"1,887",kemas_sekunder,,CBR0680200
,,,,, CBR0680300 ,Pcs,"1,887",kemas_sekunder,,CBR0680300
,,,,, CSH0110100 ,Pcs,32,kemas_sekunder,,CSH0110100
,,,,, LBK0100100 ,Pcs,64,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, LBK0240100 ,Roll,1,kemas_sekunder,,LBK0240100
Lidocain compositum 2 ml,Lidocain compositum 2 ml,Ampul,47619,, ALH0010101 ,kg,2.06, raw_material ,Normal,ALH0010101
,,,,, AEB0010101 ,g,2.6, raw_material ,,AEB0010101
,,,,, BDE0010101 ,g,10, raw_material ,,BDE0010101
,,,,, BSD0030101 ,kg,0.05, raw_material ,,BSD0030101
,,,,, BMP0010101 ,kg,0.12, raw_material ,,BMP0010101
,,,,, BMP0010201 ,kg,0.12, raw_material ,,BMP0010201
,,,,, BTA0020101 ,g,7.02, raw_material ,,BTA0020101
,,,,, BPG0010101 ,kg,5.195, raw_material ,,BPG0010101
,,,,, BPG0010201 ,kg,5.195, raw_material ,,BPG0010201
,,,,, BPG0010301 ,kg,5.195, raw_material ,,BPG0010301
,,,,, BPG0010401 ,kg,5.195, raw_material ,,BPG0010401
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"47,650",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"47,650",kemas_primer,,CAM0070200
,,,,, CIN0820100 ,Pcs,"1,588",kemas_sekunder,,CIN0820100
,,,,, CIN0820200 ,Pcs,"1,588",kemas_sekunder,,CIN0820200
,,,,, CIN0820300 ,Pcs,"1,588",kemas_sekunder,,CIN0820300
,,,,, CRA0020100 ,Set,"1,588",kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,"1,588",kemas_sekunder,,CRA0020200
,,,,, CBR0740100 ,Pcs,"1,588",kemas_sekunder,,CBR0740100
,,,,, CBR0740200 ,Pcs,"1,588",kemas_sekunder,,CBR0740200
,,,,, CBR0740300 ,Pcs,"1,588",kemas_sekunder,,CBR0740300
,,,,, CSH0180100 ,Pcs,20,kemas_sekunder,,CSH0180100
,,,,, LBK0100100 ,Pcs,41,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Lidocaine 2% 2 ml,Lidocaine 2% 2 ml,Ampul,47619,, ALH0010101 ,kg,2.04, raw_material ,Normal,ALH0010101
,,,,, BSC0010101 ,kg,0.214, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.214, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.214, raw_material ,,BSC0010301
,,,,, BSD0030101 ,kg,0.1, raw_material ,,BSD0030101
,,,,, BPD0010101 ,kg,0.477, raw_material ,,BPD0010101
,,,,, BPD0010201 ,kg,0.477, raw_material ,,BPD0010201
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"47,650",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"47,650",kemas_primer,,CAM0070200
,,,,, CIN0810100 ,Pcs,478,kemas_sekunder,,CIN0810100
,,,,, CIN0810200 ,Pcs,478,kemas_sekunder,,CIN0810200
,,,,, CIN0810300 ,Pcs,478,kemas_sekunder,,CIN0810300
,,,,, CRA0010100 ,Set,477,kemas_sekunder,,CRA0010100
,,,,, CRA0010200 ,Set,477,kemas_sekunder,,CRA0010200
,,,,, LBK0180100 ,Pcs,954,kemas_sekunder,,LBK0180100
,,,,, CBR0730100 ,Pcs,478,kemas_sekunder,,CBR0730100
,,,,, CBR0730200 ,Pcs,478,kemas_sekunder,,CBR0730200
,,,,, CBR0730300 ,Pcs,478,kemas_sekunder,,CBR0730300
,,,,, CSH0080100 ,Pcs,20,kemas_sekunder,,CSH0080100
,,,,, LBK0100100 ,Pcs,41,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Lunex 50 mg/ml 5 ml,Lunex 50 mg/ml 5 ml,Ampul,9433,, ATA0020101 ,kg,2.5, raw_material ,Normal,ATA0020101
,,,,, ATA0020201 ,kg,2.5, raw_material ,,ATA0020201
,,,,, BHA0010101 , ml ,250, raw_material ,,BHA0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0090100 ,Pcs,"10,000",kemas_primer,,CAM0090100
,,,,, CET0780100 ,Pcs,"9,433",kemas_sekunder,,CET0780100
,,,,, CET0780200 ,Pcs,"9,433",kemas_sekunder,,CET0780200
,,,,, CRO0050100 ,Set,"1,887",kemas_sekunder,,CRO0050100
,,,,, CIN0830100 ,Pcs,943,kemas_sekunder,,CIN0830100
,,,,, CIN0830200 ,Pcs,943,kemas_sekunder,,CIN0830200
,,,,, CBR0750100 ,Pcs,943,kemas_sekunder,,CBR0750100
,,,,, CBR0750200 ,Pcs,943,kemas_sekunder,,CBR0750200
,,,,, CBR0750300 ,Pcs,943,kemas_sekunder,,CBR0750300
,,,,, CSH0110100 ,Pcs,16,kemas_sekunder,,CSH0110100
,,,,, LBK0100100 ,Pcs,32,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Lunex 100mg/ml 5 ml,Lunex 100mg/ml 5 ml,Ampul,18867,, ATA0020101 ,kg,10, raw_material ,Normal,ATA0020101
,,,,, ATA0020201 ,kg,10, raw_material ,,ATA0020201
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0090100 ,Pcs,"20,000",kemas_primer,,CAM0090100
,,,,, CET0770100 ,Pcs,"18,868",kemas_sekunder,,CET0770100
,,,,, CET0770200 ,Pcs,"18,868",kemas_sekunder,,CET0770200
,,,,, CRO0050100 ,Set,"3,773",kemas_sekunder,,CRO0050100
,,,,, CBR0750100 ,Pcs,"1,888",kemas_sekunder,,CBR0750100
,,,,, CBR0750200 ,Pcs,"1,888",kemas_sekunder,,CBR0750200
,,,,, CBR0750300 ,Pcs,"1,888",kemas_sekunder,,CBR0750300
,,,,, CSH0110100 ,Pcs,32,kemas_sekunder,,CSH0110100
,,,,, LBK0100100 ,Pcs,64,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
"Methylergometrine 0,2mg/ml 1ml","Methylergometrine 0,2mg/ml 1ml",Ampul,45454,, AMM0010101 ,g,11, raw_material ,Normal,AMM0010101
,,,,, BTA0020101 ,g,12.5, raw_material ,,BTA0020101
,,,,, BSC0010101 ,kg,0.15, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.15, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.15, raw_material ,,BSC0010301
,,,,, BDE0010101 ,g,5, raw_material ,,BDE0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0020100 ,Pcs,"45,500",kemas_primer,,CAM0020100
,,,,, CIN0870100 ,Pcs,"1,516",kemas_sekunder,,CIN0870100
,,,,, CIN0870200 ,Pcs,"1,516",kemas_sekunder,,CIN0870200
,,,,, CIN0870300 ,Pcs,"1,516",kemas_sekunder,,CIN0870300
,,,,, CRA0020100 ,Set,"1,515",kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,"1,515",kemas_sekunder,,CRA0020200
,,,,, CBR0770100 ,Pcs,"1,516",kemas_sekunder,,CBR0770100
,,,,, CBR0770200 ,Pcs,"1,516",kemas_sekunder,,CBR0770200
,,,,, CBR0770300 ,Pcs,"1,516",kemas_sekunder,,CBR0770300
,,,,, CSH0190100 ,Pcs,13,kemas_sekunder,,CSH0190100
,,,,, LBK0100100 ,Pcs,39,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Papaverin 40 mg/ml 10 ml,Papaverin 40 mg/ml 10 ml,Vial,9523,, APH0010101 ,kg,4, raw_material ,Normal,APH0010101
,,,,, BDE0010101 ,g,5, raw_material ,,BDE0010101
,,,,, BCA0020101 ,kg,0.45, raw_material ,,BCA0020101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"9,600",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"9,600",kemas_primer,,CRS0010100
,,,,, CFO0030100 ,Pcs,"9,600",kemas_primer,,CFO0030100
,,,,, CFO0030200 ,Pcs,"9,600",kemas_primer,,CFO0030200
,,,,, CET0890100 ,Pcs,"10,475",kemas_sekunder,,CET0890100
,,,,, CET0890200 ,Pcs,"10,475",kemas_sekunder,,CET0890200
,,,,, CET0890300 ,Pcs,"10,475",kemas_sekunder,,CET0890300
,,,,, CIN0940100 ,Pcs,952,kemas_sekunder,,CIN0940100
,,,,, CIN0940200 ,Pcs,952,kemas_sekunder,,CIN0940200
,,,,, CIN0940300 ,Pcs,952,kemas_sekunder,,CIN0940300
,,,,, CRA0080100 ,Set,952,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,952,kemas_sekunder,,CRA0080200
,,,,, CBR0840100 ,Pcs,952,kemas_sekunder,,CBR0840100
,,,,, CBR0840200 ,Pcs,952,kemas_sekunder,,CBR0840200
,,,,, CBR0840300 ,Pcs,952,kemas_sekunder,,CBR0840300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,95,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
Papaverin 40 mg/ml 1 ml,Papaverin 40 mg/ml 1 ml,Ampul,45454,, APH0010101 ,kg,2, raw_material ,Normal,APH0010101
,,,,, BDE0010101 ,g,2.5, raw_material ,,BDE0010101
,,,,, BCA0020101 ,kg,0.225, raw_material ,,BCA0020101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0040100 ,Pcs,"45,500",kemas_primer,,CAM0040100
,,,,, CAM0040200 ,Pcs,"45,500",kemas_primer,,CAM0040200
,,,,, CIN0950100 ,Pcs,456,kemas_sekunder,,CIN0950100
,,,,, CIN0950200 ,Pcs,456,kemas_sekunder,,CIN0950200
,,,,, CIN0950300 ,Pcs,456,kemas_sekunder,,CIN0950300
,,,,, CRA0010100 ,Set,455,kemas_sekunder,,CRA0010100
,,,,, CRA0010200 ,Set,455,kemas_sekunder,,CRA0010200
,,,,, LBK0180100 ,Pcs,910,kemas_sekunder,,LBK0180100
,,,,, CBR0840100 ,Pcs,456,kemas_sekunder,,CBR0840100
,,,,, CBR0840200 ,Pcs,456,kemas_sekunder,,CBR0840200
,,,,, CBR0840300 ,Pcs,456,kemas_sekunder,,CBR0840300
,,,,, CSH0080100 ,Pcs,19,kemas_sekunder,,CSH0080100
,,,,, LBK0100100 ,Pcs,38,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Vitamin B complex 10 ml,Vitamin B complex 10 ml,Vial,9523,, ATH0020101 ,kg,0.22, raw_material ,Normal,ATH0020101
,,,,, ARP0010101 ,g,0.297, raw_material ,,ARP0010101
,,,,, APH0060101 ,kg,0.2, raw_material ,,APH0060101
,,,,, ADE0010101 ,kg,1.05, raw_material ,,ADE0010101
,,,,, ANI0010101 ,g,2, raw_material ,,ANI0010101
,,,,, APH0040101 ,kg,0.204, raw_material ,,APH0040101
,,,,, BSD0030101 ,kg,0.1, raw_material ,,BSD0030101
,,,,, BPH0010101 ,kg,0.5, raw_material ,,BPH0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"9,600",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"9,600",kemas_primer,,CRS0010100
,,,,, CFO0040100 ,Pcs,"9,600",kemas_primer,,CFO0040100
,,,,, CFO0040200 ,Pcs,"9,600",kemas_primer,,CFO0040200
,,,,, CET1100100 ,Pcs,"10,475",kemas_sekunder,,CET1100100
,,,,, CET1100200 ,Pcs,"10,475",kemas_sekunder,,CET1100200
,,,,, CET1100300 ,Pcs,"10,475",kemas_sekunder,,CET1100300
,,,,, CIN1030100 ,Pcs,952,kemas_sekunder,,CIN1030100
,,,,, CIN1030200 ,Pcs,952,kemas_sekunder,,CIN1030200
,,,,, CIN1030300 ,Pcs,952,kemas_sekunder,,CIN1030300
,,,,, CRA0080100 ,Set,952,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,952,kemas_sekunder,,CRA0080200
,,,,, CBR0990100 ,Pcs,952,kemas_sekunder,,CBR0990100
,,,,, CBR0990200 ,Pcs,952,kemas_sekunder,,CBR0990200
,,,,, CBR0990300 ,Pcs,952,kemas_sekunder,,CBR0990300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,95,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Vitamin B complex 20 ml,Vitamin B complex 20 ml,Vial,4854,, ATH0020101 ,kg,0.22, raw_material ,Normal,ATH0020101
,,,,, ARP0010101 ,g,0.297, raw_material ,,ARP0010101
,,,,, APH0060101 ,kg,0.2, raw_material ,,APH0060101
,,,,, ADE0010101 ,kg,1.05, raw_material ,,ADE0010101
,,,,, ANI0010101 ,g,2, raw_material ,,ANI0010101
,,,,, APH0040101 ,kg,0.204, raw_material ,,APH0040101
,,,,, BSD0030101 ,kg,0.1, raw_material ,,BSD0030101
,,,,, BPH0010101 ,kg,0.5, raw_material ,,BPH0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0030100 ,Pcs,"5,000",kemas_primer,,CVI0030100
,,,,, CRS0010100 ,Pcs,"5,000",kemas_primer,,CRS0010100
,,,,, CFO0040100 ,Pcs,"5,000",kemas_primer,,CFO0040100
,,,,, CFO0040200 ,Pcs,"5,000",kemas_primer,,CFO0040200
,,,,, CET1110100 ,Pcs,"4,855",kemas_sekunder,,CET1110100
,,,,, CET1110200 ,Pcs,"4,855",kemas_sekunder,,CET1110200
,,,,, CET1110300 ,Pcs,"4,855",kemas_sekunder,,CET1110300
,,,,, CIN1040100 ,Pcs,487,kemas_sekunder,,CIN1040100
,,,,, CIN1040200 ,Pcs,487,kemas_sekunder,,CIN1040200
,,,,, CIN1040300 ,Pcs,487,kemas_sekunder,,CIN1040300
,,,,, CRA0080100 ,Set,486,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,486,kemas_sekunder,,CRA0080200
,,,,, CBR0990100 ,Pcs,487,kemas_sekunder,,CBR0990100
,,,,, CBR0990200 ,Pcs,487,kemas_sekunder,,CBR0990200
,,,,, CBR0990300 ,Pcs,487,kemas_sekunder,,CBR0990300
,,,,, CSH0080100 ,Pcs,16,kemas_sekunder,,CSH0080100
,,,,, LBK0100100 ,Pcs,50,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Vitamin B12 500mcg/ml 1 ml,Vitamin B12 500mcg/ml 1 ml,Ampul,,92.27%, ACY0010101 ,g,26.5, raw_material ,Normal,ACY0010101
,,,,, ACY0010201 ,g,26.5, raw_material ,,ACY0010201
,,,,, BSD0010101 ,kg,0.17, raw_material ,,BSD0010101
,,,,, BSC0010101 ,kg,0.243, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.243, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.243, raw_material ,,BSC0010301
,,,,, BBA0010101 ,Liter(s),0.125, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.125, raw_material ,,BBA0010201
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0040100 ,Pcs,"45,500",kemas_primer,,CAM0040100
,,,,, CAM0040200 ,Pcs,"45,500",kemas_primer,,CAM0040200
,,,,, CIN1060100 ,Pcs,456,kemas_sekunder,,CIN1060100
,,,,, CIN1060200 ,Pcs,456,kemas_sekunder,,CIN1060200
,,,,, CIN1060300 ,Pcs,456,kemas_sekunder,,CIN1060300
,,,,, CRA0010100 ,Set,455,kemas_sekunder,,CRA0010100
,,,,, CRA0010200 ,Set,455,kemas_sekunder,,CRA0010200
,,,,, LBK0180100 ,Pcs,910,kemas_sekunder,,LBK0180100
,,,,, CBR1010100 ,Pcs,456,kemas_sekunder,,CBR1010100
,,,,, CBR1010200 ,Pcs,456,kemas_sekunder,,CBR1010200
,,,,, CBR1010300 ,Pcs,456,kemas_sekunder,,CBR1010300
,,,,, CSH0090100 ,Pcs,19,kemas_sekunder,,CSH0090100
,,,,, LBK0100100 ,Pcs,39,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Vitamin B12 500 mcg/ml 10 ml,Vitamin B12 500 mcg/ml 10 ml,Vial,9523,, ACY0010101 ,g,53, raw_material ,Normal,ACY0010101
,,,,, ACY0010201 ,g,53, raw_material ,,ACY0010201
,,,,, BSD0010101 ,kg,0.339, raw_material ,,BSD0010101
,,,,, BSC0010101 ,kg,0.486, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.486, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.486, raw_material ,,BSC0010301
,,,,, BBA0010101 ,Liter(s),0.25, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.25, raw_material ,,BBA0010201
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"9,600",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"9,600",kemas_primer,,CRS0010100
,,,,, CFO0040100 ,Pcs,"9,600",kemas_primer,,CFO0040100
,,,,, CFO0040200 ,Pcs,"9,600",kemas_primer,,CFO0040200
,,,,, CET1130100 ,Pcs,"9,524",kemas_sekunder,,CET1130100
,,,,, CET1130200 ,Pcs,"9,524",kemas_sekunder,,CET1130200
,,,,, CET1130300 ,Pcs,"9,524",kemas_sekunder,,CET1130300
,,,,, CIN1070100 ,Pcs,954,kemas_sekunder,,CIN1070100
,,,,, CIN1070200 ,Pcs,954,kemas_sekunder,,CIN1070200
,,,,, CIN1070300 ,Pcs,954,kemas_sekunder,,CIN1070300
,,,,, CRA0080100 ,Set,953,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,953,kemas_sekunder,,CRA0080200
,,,,, CBR1010100 ,Pcs,954,kemas_sekunder,,CBR1010100
,,,,, CBR1010200 ,Pcs,954,kemas_sekunder,,CBR1010200
,,,,, CBR1010300 ,Pcs,954,kemas_sekunder,,CBR1010300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,97,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
